42,"E","ASPEN COMMUNITY CHARTER SCHOOL",2640,"ASPEN 1","",0,"Charter","Pre-Kindergarten","8th Grade","Performance Plan","Performance Plan","",1,0,9,293,8,10,9,7,6,6,3,9,6,NA,2,1,1,NA,NA,NA,NA,126,0,0.007936508,0,0.031746032,0.96031746,0,0,"2.4%",NA
42,"M","ASPEN COMMUNITY CHARTER SCHOOL",2640,"ASPEN 1","",0,"Charter","Pre-Kindergarten","8th Grade","Performance Plan","Performance Plan","",1,0,12,71,9,10,9,10,10,13,12,12,12,NA,1,3,2,NA,NA,NA,NA,126,0,0.007936508,0,0.031746032,0.96031746,0,0,"2.4%",NA
44,"E","AGATE ELEMENTARY SCHOOL",960,"AGATE 300","",0,"","Pre-Kindergarten","5th Grade","Performance Plan","Performance Plan","",1,1,NA,NA,NA,12,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,0.076923077,0.923076923,0,0,"53.8%",NA
48,"H","AGATE JUNIOR-SENIOR HIGH SCHOOL",960,"AGATE 300","MH",0,"","6th Grade","12th Grade","Performance Plan","Performance Plan","Ratings combined across grade levels at district request",2,1,NA,NA,7,7,7,7,8,9,10,12,4,100,NA,NA,3,NA,NA,NA,NA,20,0,0,0,0.15,0.85,0,0,"55.0%",NA
48,"M","AGATE JUNIOR-SENIOR HIGH SCHOOL",960,"AGATE 300","MH",0,"","6th Grade","12th Grade","Performance Plan","Performance Plan","Ratings combined across grade levels at district request",1,1,NA,NA,NA,7,6,9,NA,6,3,6,10,NA,NA,NA,3,NA,NA,NA,NA,20,0,0,0,0.15,0.85,0,0,"55.0%",NA
50,"E","RICO ELEMENTARY SCHOOL",890,"DOLORES COUNTY RE NO.2","",0,"","Pre-Kindergarten","8th Grade","N/A","Performance Plan","Insufficient state evidence, deferred to district",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0.083333333,0,0,0.916666667,0,0,"0.0%",NA
50,"M","RICO ELEMENTARY SCHOOL",890,"DOLORES COUNTY RE NO.2","",0,"","Pre-Kindergarten","8th Grade","N/A","Performance Plan","Insufficient state evidence, deferred to district",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0.083333333,0,0,0.916666667,0,0,"0.0%",NA
51,"H","THE ACADEMIC RECOVERY CENTER OF SAN LUIS VALLEY",2810,"CENTER 26 JT","",1,"","9th Grade","12th Grade","Alternative Ed. Campus","Improvement Plan","",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,NA,NA,2,NA,NA,NA,NA,12,0,0,0,1,0,0,0,"66.7%",NA
52,"E","HEIMAN ELEMENTARY SCHOOL",3120,"GREELEY 6","",0,"","Pre-Kindergarten","5th Grade","Performance Plan","Performance Plan","",1,0,7,637,6,6,6,6,6,7,6,9,6,NA,3,3,3,NA,NA,NA,NA,749,0.00400534,0.010680908,0.001335113,0.495327103,0.464619493,0.002670227,0.021361816,"54.9%",NA
53,"E","WINOGRAD K-8 ELEMENTARY SCHOOL",3120,"GREELEY 6","",0,"","Pre-Kindergarten","8th Grade","Performance Plan","Performance Plan","",1,0,6,907,6,6,7,6,6,6,7,5,6,NA,2,1,1,NA,NA,NA,NA,569,0.001757469,0.008787346,0.001757469,0.520210896,0.449912127,0.003514938,0.014059754,"46.1%",NA
53,"M","WINOGRAD K-8 ELEMENTARY SCHOOL",3120,"GREELEY 6","",0,"","Pre-Kindergarten","8th Grade","Improvement Plan","Improvement Plan","",1,0,6,1037,6,6,4,6,6,6,7,3,6,NA,2,2,2,NA,NA,NA,NA,569,0.001757469,0.008787346,0.001757469,0.520210896,0.449912127,0.003514938,0.014059754,"46.1%",NA
54,"E","ROMERO ELEMENTARY SCHOOL",3120,"GREELEY 6","",0,"","Pre-Kindergarten","5th Grade","Improvement Plan","Improvement Plan","",1,0,5,1192,3,3,6,1,3,5,6,5,4,NA,3,2,3,NA,NA,NA,NA,658,0,0,0.007598784,0.878419453,0.109422492,0,0.004559271,"88.4%",NA
55,"E","GRANDVIEW ELEMENTARY SCHOOL",3100,"WINDSOR RE-4","",0,"","Pre-Kindergarten","5th Grade","Performance Plan","Performance Plan","",1,0,6,713,9,9,9,9,9,6,6,5,6,NA,2,2,2,NA,NA,NA,NA,528,0.009469697,0.013257576,0.007575758,0.138257576,0.804924242,0.003787879,0.022727273,"19.3%",NA
56,"E","FOWLER ELEMENTARY SCHOOL",2540,"FOWLER R-4J","",0,"","Kindergarten","6th Grade","Performance Plan","Performance Plan","",1,0,8,449,9,8,10,8,7,7,6,8,7,NA,2,2,2,NA,NA,NA,NA,235,0.004255319,0,0,0.229787234,0.753191489,0,0.012765957,"55.3%",NA
57,"M","ROCKY TOP MIDDLE SCHOOL",20,"ADAMS 12 FIVE STAR SCHOOLS","",0,"","6th Grade","8th Grade","Performance Plan","Performance Plan","",1,0,8,486,8,7,7,9,9,7,7,7,6,NA,2,2,2,NA,NA,NA,NA,1104,0.002717391,0.00634058,0.000905797,0.168478261,0.817934783,0,0.003623188,"12.9%",NA
58,"E","AGUILAR ELEMENTARY SCHOOL",1620,"AGUILAR REORGANIZED 6","",0,"","Pre-Kindergarten","6th Grade","Improvement Plan","Improvement Plan","",1,0,6,1063,6,6,6,6,6,5,7,3,6,NA,3,1,1,NA,NA,NA,NA,66,0,0,0,0.636363636,0.363636364,0,0,"82.4%",NA
59,"E","MERIDIAN ELEMENTARY SCHOOL",20,"ADAMS 12 FIVE STAR SCHOOLS","",0,"","Kindergarten","5th Grade","Performance Plan","Performance Plan","",1,0,11,132,10,10,12,9,9,9,11,7,9,NA,2,3,3,NA,NA,NA,NA,653,0.001531394,0.022970904,0.009188361,0.078101072,0.868300153,0.001531394,0.018376723,"3.5%",NA
60,"E","LEGACY ELEMENTARY SCHOOL",470,"ST VRAIN VALLEY RE 1J","",0,"","Pre-Kindergarten","5th Grade","Performance Plan","Performance Plan","",1,0,8,486,6,6,6,6,6,9,9,9,9,NA,2,3,3,NA,NA,NA,NA,557,0.003590664,0.017953321,0.008976661,0.166965889,0.797127469,0,0.005385996,"21.8%",NA
61,"E","ALPINE ELEMENTARY SCHOOL",470,"ST VRAIN VALLEY RE 1J","",0,"","Pre-Kindergarten","5th Grade","Performance Plan","Performance Plan","",1,0,6,834,8,7,9,6,9,6,6,6,6,NA,2,2,2,NA,NA,NA,NA,532,0.009398496,0.052631579,0.016917293,0.193609023,0.710526316,0,0.016917293,"21.8%",NA
63,"E","PEAKVIEW SCHOOL",1390,"HUERFANO RE-1","EM",0,"","Pre-Kindergarten","7th Grade","Priority Improvement Plan","Priority Improvement Plan","Ratings combined across grade levels at district request",1,0,3,1345,5,5,6,5,4,1,1,1,1,NA,1,1,2,NA,NA,NA,NA,329,0.030395137,0.009118541,0.003039514,0.696048632,0.255319149,0,0.006079027,"79.2%",NA
63,"M","PEAKVIEW SCHOOL",1390,"HUERFANO RE-1","EM",0,"","Pre-Kindergarten","7th Grade","Priority Improvement Plan","Priority Improvement Plan","Ratings combined across grade levels at district request",1,0,3,1345,NA,6,3,6,NA,6,10,4,3,NA,2,2,2,NA,NA,NA,NA,329,0.030395137,0.009118541,0.003039514,0.696048632,0.255319149,0,0.006079027,"79.2%",NA
64,"H","ARCHULETA COUNTY HIGH SCHOOL",220,"ARCHULETA COUNTY 50 JT","",1,"","7th Grade","12th Grade","Alternative Ed. Campus","Improvement Plan","",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,NA,NA,NA,NA,NA,NA,NA,23,0.130434783,0,0.086956522,0.217391304,0.565217391,0,0,"56.5%",NA
65,"H","COAL RIDGE HIGH SCHOOL",1195,"GARFIELD RE-2","",0,"","9th Grade","12th Grade","Performance Plan","Performance Plan","",2,0,6,229,6,6,7,6,6,6,6,6,6,87.3,2,3,2,1,0,0,0,489,0.014314928,0.008179959,0.006134969,0.384458078,0.564417178,0.00408998,0.018404908,"36.0%",NA
66,"H","AGUILAR JUNIOR-SENIOR HIGH SCHOOL",1620,"AGUILAR REORGANIZED 6","MH",0,"","7th Grade","12th Grade","Priority Improvement Plan","Priority Improvement Plan","Ratings combined across grade levels at district request",2,0,3,318,4,4,5,5,4,6,6,6,6,77.8,NA,NA,3,NA,NA,NA,NA,46,0,0,0,0.543478261,0.456521739,0,0,"82.6%",NA
66,"M","AGUILAR JUNIOR-SENIOR HIGH SCHOOL",1620,"AGUILAR REORGANIZED 6","MH",0,"","7th Grade","12th Grade","Priority Improvement Plan","Priority Improvement Plan","Ratings combined across grade levels at district request",1,0,2,1380,1,1,1,1,2,1,1,3,1,NA,NA,NA,3,NA,NA,NA,NA,46,0,0,0,0.543478261,0.456521739,0,0,"82.6%",NA
67,"H","ACADEMY OF URBAN LEARNING",880,"DENVER COUNTY 1","",1,"Charter","9th Grade","12th Grade","Alternative Ed. Campus","Improvement Plan","",2,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,19,NA,NA,2,0,0,0,0,116,0.025862069,0.00862069,0.603448276,0.293103448,0.060344828,0,0.00862069,"87.9%",NA
74,"M","CHALLENGER MIDDLE SCHOOL",1040,"ACADEMY 20","",0,"","6th Grade","8th Grade","Performance Plan","Performance Plan","",1,0,8,455,9,10,7,11,12,7,8,6,9,NA,2,3,2,NA,NA,NA,NA,691,0,0.033285094,0.011577424,0.120115774,0.793053546,0.001447178,0.040520984,"8.2%",NA
75,"H","ANIMAS HIGH SCHOOL",8001,"CHARTER SCHOOL INSTITUTE","",0,"Charter","9th Grade","12th Grade","Performance Plan","Performance Plan","",2,1,NA,NA,NA,12,12,12,NA,6,6,6,9,NA,2,2,2,NA,NA,NA,NA,128,0.03125,0.015625,0.015625,0.078125,0.8203125,0,0.0390625,"10.9%",NA
76,"H","AIR ACADEMY HIGH SCHOOL",1040,"ACADEMY 20","",0,"","9th Grade","12th Grade","Performance Plan","Performance Plan","",2,0,11,35,12,12,12,12,12,8,7,9,7,93,2,2,2,1,1,1,0,1359,0.004415011,0.02281089,0.022075055,0.099337748,0.802060338,0.005150846,0.04415011,"7.8%",0.147368
86,"E","AKRON ELEMENTARY SCHOOL",3030,"AKRON R-1","EM",0,"","Pre-Kindergarten","8th Grade","Performance Plan","Performance Plan","Ratings combined across grade levels at district request",1,0,6,907,6,6,6,6,7,8,8,6,10,NA,3,3,3,NA,NA,NA,NA,260,0,0.003846154,0.003846154,0.126923077,0.834615385,0,0.030769231,"58.8%",NA
86,"M","AKRON ELEMENTARY SCHOOL",3030,"AKRON R-1","EM",0,"","Pre-Kindergarten","8th Grade","Performance Plan","Performance Plan","Ratings combined across grade levels at district request",1,0,6,907,6,6,6,7,5,5,3,6,3,NA,2,2,3,NA,NA,NA,NA,260,0,0.003846154,0.003846154,0.126923077,0.834615385,0,0.030769231,"58.8%",NA
90,"H","AKRON HIGH SCHOOL",3030,"AKRON R-1","",0,"","9th Grade","12th Grade","Performance Plan","Performance Plan","",2,0,6,204,6,6,7,6,6,5,5,7,2,94.7,1,2,2,1,0,1,0,121,0,0,0,0.123966942,0.867768595,0,0.008264463,"33.1%",NA
108,"H","ALAMEDA HIGH SCHOOL",1420,"JEFFERSON COUNTY R-1","",0,"","9th Grade","12th Grade","Turnaround Plan","Turnaround Plan","",2,0,2,315,3,3,5,4,3,3,5,3,6,73.5,2,2,2,0,0,0,0,739,0.02300406,0.067658999,0.027063599,0.648173207,0.216508796,0.01082544,0.0067659,"73.1%",0.5
109,"","ARVADA K-8",1420,"JEFFERSON COUNTY R-1","",0,"","Kindergarten","8th Grade","Performance Plan","Performance Plan","New school",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,0.030944625,0.030944625,0.019543974,0.446254072,0.441368078,0.003257329,0.027687296,"84.5%",NA
110,"H","ACADEMY ONLINE HIGH SCHOOL",1040,"ACADEMY 20","",0,"Online","9th Grade","12th Grade","N/A","Performance Plan","Insufficient state evidence, deferred to district",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,0.057142857,0,0.142857143,0.742857143,0,0.057142857,"20.0%",NA
114,"M","ORTEGA MIDDLE SCHOOL",100,"ALAMOSA RE-11J","",0,"","6th Grade","8th Grade","Improvement Plan","Improvement Plan","",1,0,6,1013,6,6,3,6,6,6,6,5,8,NA,2,2,2,NA,NA,NA,NA,453,0.008830022,0.006622517,0,0.653421634,0.331125828,0,0,"70.9%",NA
118,"H","ALAMOSA HIGH SCHOOL",100,"ALAMOSA RE-11J","",0,"","9th Grade","12th Grade","Improvement Plan","Improvement Plan","",2,0,6,267,6,6,6,6,5,6,3,6,6,84.7,2,2,2,0,0,0,0,576,0.001736111,0.017361111,0.003472222,0.578125,0.394097222,0.001736111,0.003472222,"56.8%",0.483333
119,"H","ALAMOSA OPEN SCHOOL",100,"ALAMOSA RE-11J","",0,"","6th Grade","12th Grade","Turnaround Plan","Turnaround Plan","",2,1,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,37.9,NA,NA,2,0,0,0,0,44,0,0,0,0.795454545,0.204545455,0,0,"59.1%",NA
125,"H","ARAPAHOE RIDGE HIGH SCHOOL",480,"BOULDER VALLEY RE 2","",0,"","6th Grade","12th Grade","Turnaround Plan","Turnaround Plan","",2,0,1,347,1,1,2,1,1,3,2,3,4,47.2,NA,NA,1,0,0,0,0,211,0,0.033175355,0.014218009,0.511848341,0.431279621,0,0.009478673,"50.7%",NA
133,"H","EMERSON STREET SCHOOL",880,"DENVER COUNTY 1","",1,"","7th Grade","12th Grade","Alternative Ed. Campus","School Closed","",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"M","EMERSON STREET SCHOOL",880,"DENVER COUNTY 1","",1,"","7th Grade","12th Grade","Alternative Ed. Campus","School Closed","",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"","ALICE TERRY ELEMENTARY SCHOOL",123,"SHERIDAN 2","",0,"","Kindergarten","2nd Grade","N/A","Priority Improvement Plan","Insufficient state evidence, deferred to district",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,0.005899705,0.020648968,0.061946903,0.693215339,0.200589971,0.002949853,0.014749263,"88.5%",NA
141,"M","SKY VISTA MIDDLE SCHOOL",130,"CHERRY CREEK 5","",0,"","6th Grade","8th Grade","Performance Plan","Performance Plan","",1,0,9,418,7,7,6,8,8,7,7,9,6,NA,2,3,2,NA,NA,NA,NA,829,0.003618818,0.075995175,0.143546441,0.162846803,0.576598311,0.006031363,0.031363088,"21.4%",NA
146,"E","RIDGEVIEW CLASSICAL CHARTER SCHOOLS",1550,"POUDRE R-1","",0,"Charter","Kindergarten","12th Grade","Performance Plan","Performance Plan","",1,0,6,699,8,10,6,7,9,6,5,7,6,NA,2,2,2,NA,NA,NA,NA,764,0.002617801,0.044502618,0.011780105,0.090314136,0.794502618,0,0.056282723,"19.4%",NA
146,"H","RIDGEVIEW CLASSICAL CHARTER SCHOOLS",1550,"POUDRE R-1","",0,"Charter","Kindergarten","12th Grade","Performance Plan","Performance Plan","",2,0,13,1,13,13,12,13,13,12,12,10,9,92.6,2,2,2,1,1,1,1,764,0.002617801,0.044502618,0.011780105,0.090314136,0.794502618,0,0.056282723,"19.4%",NA
146,"M","RIDGEVIEW CLASSICAL CHARTER SCHOOLS",1550,"POUDRE R-1","",0,"Charter","Kindergarten","12th Grade","Performance Plan","Performance Plan","",1,0,12,79,12,12,8,12,11,11,9,7,13,NA,2,3,2,NA,NA,NA,NA,764,0.002617801,0.044502618,0.011780105,0.090314136,0.794502618,0,0.056282723,"19.4%",NA
148,"E","ALLENDALE ELEMENTARY SCHOOL",1420,"JEFFERSON COUNTY R-1","",0,"","Kindergarten","6th Grade","Performance Plan","Performance Plan","",1,0,6,744,5,6,6,5,4,9,9,10,9,NA,3,3,2,NA,NA,NA,NA,208,0,0.009615385,0.024038462,0.423076923,0.514423077,0,0.028846154,"70.7%",NA
186,"E","ALSUP ELEMENTARY SCHOOL",30,"ADAMS COUNTY 14","",0,"","Pre-Kindergarten","5th Grade","Turnaround Plan","Turnaround Plan","",1,0,1,1429,5,5,6,5,3,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,640,0.009375,0.003125,0.0203125,0.7953125,0.159375,0,0.0125,"87.8%",NA
187,"H","MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS",10,"MAPLETON 1","MH",0,"","7th Grade","12th Grade","Improvement Plan","Improvement Plan","Ratings combined across grade levels at district request",2,0,5,281,5,6,6,5,5,11,11,11,8,60.5,3,3,3,0,0,0,0,543,0.012891344,0.005524862,0.033149171,0.572744015,0.344383057,0.001841621,0.02946593,"65.6%",NA
187,"M","MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS",10,"MAPLETON 1","MH",0,"","7th Grade","12th Grade","Improvement Plan","Improvement Plan","Ratings combined across grade levels at district request",1,0,5,1167,1,3,1,3,2,5,3,7,1,NA,1,2,3,NA,NA,NA,NA,543,0.012891344,0.005524862,0.033149171,0.572744015,0.344383057,0.001841621,0.02946593,"65.6%",NA
200,"E","ALTA VISTA CHARTER SCHOOL",2660,"LAMAR RE-2","",0,"Charter","Kindergarten","6th Grade","Performance Plan","Performance Plan","",1,0,9,375,10,12,10,9,9,7,7,6,8,NA,2,2,1,NA,NA,NA,NA,126,0,0,0,0.206349206,0.738095238,0,0.055555556,"38.1%",NA
